,Team,Year,Wins,Champion,MVP,Scoring Leader,Rebound Leader,Assist Leader,WS Leader,DPOY,MIP,6MOY,Coach of Year,All-Stars,All-Defensive,All-NBA,FG%,3P Attempts,3P%,2P Attempts,2P%,FT%,RPG,APG,STL,BLK,TOVPG,PPG,Accolades,Franchise ID
449,Indiana Pacers,1987.0,41.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.472,316.0,0.297,7008.0,0.479,0.782,43.9,26.5,8.5,3.8,15.6,106.1,0.0,Pacers
450,Chicago Bulls,1987.0,40.0,False,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.473,299.0,0.261,6856.0,0.482,0.778,44.5,26.1,8.3,5.3,15.3,104.8,6.0,Bulls
451,Cleveland Cavaliers,1987.0,31.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47,338.0,0.24,6784.0,0.482,0.697,44.8,23.3,8.2,6.8,19.7,104.4,0.0,Cavaliers
452,Dallas Mavericks,1987.0,55.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0.487,653.0,0.354,6720.0,0.5,0.791,45.3,24.6,8.4,5.2,14.7,116.7,4.0,Mavericks
453,Utah Jazz,1987.0,44.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.464,448.0,0.31,7066.0,0.474,0.726,44.5,27.3,10.2,7.7,17.1,107.9,3.0,Jazz
454,Houston Rockets,1987.0,42.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.477,324.0,0.275,6938.0,0.487,0.741,44.8,27.2,8.0,6.8,16.9,106.9,5.0,Rockets
455,Denver Nuggets,1987.0,37.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,2.0,0.471,391.0,0.271,7560.0,0.481,0.769,44.7,28.3,9.2,5.1,14.8,116.7,7.0,Nuggets
456,Sacramento Kings,1987.0,29.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.475,307.0,0.251,7106.0,0.485,0.796,45.4,26.6,6.3,4.8,17.1,110.9,1.0,Kings
457,San Antonio Spurs,1987.0,28.0,False,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,0.474,403.0,0.29,7053.0,0.484,0.742,44.3,27.1,9.6,4.0,17.1,108.3,5.0,Spurs
458,Los Angeles Lakers,1987.0,65.0,True,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,6.0,0.516,447.0,0.367,6798.0,0.526,0.789,44.4,29.6,8.9,5.9,16.6,117.8,14.0,Lakers
459,Portland Trail Blazers,1987.0,49.0,False,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.504,339.0,0.289,6910.0,0.514,0.775,43.8,28.8,9.4,4.7,18.9,117.9,2.0,Blazers
460,Golden State Warriors,1987.0,42.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.479,364.0,0.319,7048.0,0.487,0.78,43.2,25.4,8.7,3.9,16.5,112.0,2.0,Warriors
461,Oklahoma City Thunder,1987.0,39.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.482,571.0,0.335,6880.0,0.494,0.758,46.0,26.6,8.6,5.5,18.4,113.7,4.0,Thunder
462,Phoenix Suns,1987.0,36.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.497,252.0,0.242,6938.0,0.506,0.76,42.4,28.7,8.6,4.8,18.3,111.1,2.0,Suns
463,Los Angeles Clippers,1987.0,12.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.452,348.0,0.224,6984.0,0.463,0.742,41.1,24.0,9.2,5.3,18.2,104.5,1.0,Clippers
464,Boston Celtics,1988.0,57.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,6.0,0.521,705.0,0.384,6200.0,0.537,0.803,41.1,29.9,7.6,5.1,15.9,113.6,12.0,Celtics
465,Washington Wizards,1988.0,38.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.468,138.0,0.21,7026.0,0.473,0.773,43.0,22.9,8.5,6.1,16.9,105.5,5.0,Wizards
466,New York Knicks,1988.0,38.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.465,567.0,0.316,6665.0,0.478,0.759,42.4,24.5,9.6,5.4,18.5,105.5,2.0,Knicks
467,Philadelphia 76ers,1988.0,36.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.474,471.0,0.323,6314.0,0.485,0.764,43.0,23.1,8.2,5.7,17.5,105.7,6.0,76ers
468,Brooklyn Nets,1988.0,19.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.468,455.0,0.301,6402.0,0.48,0.729,40.7,21.9,8.9,4.7,18.3,100.4,1.0,Nets
469,Detroit Pistons,1988.0,54.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,0.493,202.0,0.287,6816.0,0.499,0.757,44.7,24.5,7.2,4.8,16.4,109.2,6.0,Pistons
470,Chicago Bulls,1988.0,50.0,False,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0,3.0,0.49,243.0,0.23,6772.0,0.499,0.759,44.3,26.2,8.7,5.8,15.4,105.0,11.0,Bulls
471,Atlanta Hawks,1988.0,50.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.485,282.0,0.301,6820.0,0.492,0.767,44.0,25.1,7.7,6.5,14.9,107.9,5.0,Hawks
472,Milwaukee Bucks,1988.0,42.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.475,410.0,0.324,6669.0,0.485,0.775,42.1,26.8,8.2,4.6,15.5,106.1,3.0,Bucks
473,Cleveland Cavaliers,1988.0,42.0,False,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.49,336.0,0.378,6419.0,0.496,0.744,40.3,25.2,8.9,6.4,17.5,104.5,3.0,Cavaliers
474,Indiana Pacers,1988.0,38.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,485.0,0.336,6669.0,0.491,0.78,43.1,24.1,7.5,4.2,16.1,104.6,0.0,Pacers
475,Denver Nuggets,1988.0,54.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,0.474,562.0,0.342,7399.0,0.484,0.804,44.0,28.0,10.1,4.9,14.5,116.7,7.0,Nuggets
476,Dallas Mavericks,1988.0,53.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.475,526.0,0.293,6665.0,0.489,0.789,46.8,24.2,7.9,5.4,15.3,109.3,3.0,Mavericks
477,Utah Jazz,1988.0,47.0,False,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0,0.491,404.0,0.319,6688.0,0.502,0.75,44.1,29.4,9.4,7.6,18.1,108.5,6.0,Jazz
478,Houston Rockets,1988.0,46.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,0.471,291.0,0.237,7063.0,0.481,0.78,46.0,23.6,8.7,6.1,16.7,109.0,6.0,Rockets
479,San Antonio Spurs,1988.0,31.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.49,412.0,0.323,7147.0,0.5,0.733,42.9,28.6,9.0,5.7,17.3,113.6,2.0,Spurs
480,Sacramento Kings,1988.0,24.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.471,450.0,0.32,6887.0,0.481,0.772,45.0,25.8,7.1,6.0,17.8,108.0,0.0,Kings
481,Los Angeles Lakers,1988.0,62.0,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,0.505,478.0,0.297,6600.0,0.52,0.789,43.5,28.6,8.2,4.9,16.1,112.8,9.0,Lakers
482,Portland Trail Blazers,1988.0,53.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.491,380.0,0.308,7080.0,0.501,0.77,45.6,28.1,8.9,4.2,16.5,116.1,3.0,Blazers
483,Oklahoma City Thunder,1988.0,44.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.476,638.0,0.346,6805.0,0.488,0.748,44.2,26.2,9.5,5.5,16.8,111.4,3.0,Thunder
484,Phoenix Suns,1988.0,28.0,False,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.486,357.0,0.331,6945.0,0.494,0.764,42.6,28.4,8.2,4.3,17.2,108.5,4.0,Suns
485,Golden State Warriors,1988.0,20.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.468,312.0,0.292,7092.0,0.475,0.796,41.4,24.5,9.0,3.5,17.0,107.0,1.0,Warriors
486,Los Angeles Clippers,1988.0,17.0,False,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.443,317.0,0.249,6877.0,0.452,0.713,43.2,23.0,8.8,6.3,18.7,98.8,1.0,Clippers
487,New York Knicks,1989.0,52.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.486,1147.0,0.337,6464.0,0.513,0.752,43.7,25.4,11.0,5.4,19.2,116.7,6.0,Knicks
488,Philadelphia 76ers,1989.0,46.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,0.486,646.0,0.316,6555.0,0.503,0.787,42.7,25.7,8.4,4.3,14.8,111.9,5.0,76ers
489,Boston Celtics,1989.0,42.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,0.493,309.0,0.252,6834.0,0.504,0.783,44.2,26.7,7.8,5.1,16.3,109.2,7.0,Celtics
490,Washington Wizards,1989.0,40.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.464,243.0,0.214,7348.0,0.472,0.772,44.0,25.0,8.5,4.0,15.7,108.3,0.0,Wizards
491,Brooklyn Nets,1989.0,26.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.461,568.0,0.329,6658.0,0.473,0.731,44.2,21.9,9.4,5.3,17.7,103.7,2.0,Nets
492,Charlotte Hornets,1989.0,20.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.461,430.0,0.312,7000.0,0.47,0.767,40.7,28.3,8.6,3.2,16.1,104.5,0.0,Hornets
493,Detroit Pistons,1989.0,63.0,True,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,4.0,0.0,0.494,400.0,0.3,6479.0,0.505,0.769,45.1,24.7,6.4,5.0,16.3,106.6,6.0,Pistons
494,Cleveland Cavaliers,1989.0,57.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.502,474.0,0.359,6430.0,0.513,0.747,42.8,27.6,9.6,7.1,16.1,108.8,5.0,Cavaliers
495,Atlanta Hawks,1989.0,52.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.472,397.0,0.277,6833.0,0.483,0.8,45.0,24.3,10.0,5.8,16.0,111.0,5.0,Hawks
496,Milwaukee Bucks,1989.0,49.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,0.0,0.474,567.0,0.316,6600.0,0.488,0.821,41.5,25.3,10.0,3.9,15.9,108.9,5.0,Bucks
497,Chicago Bulls,1989.0,47.0,False,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,0.495,530.0,0.328,6438.0,0.509,0.786,42.3,27.0,8.8,4.6,16.2,106.4,9.0,Bulls
498,Indiana Pacers,1989.0,28.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.487,615.0,0.328,6330.0,0.503,0.789,43.4,24.5,6.9,5.1,18.9,106.9,0.0,Pacers
499,Utah Jazz,1989.0,51.0,False,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,4.0,0.482,380.0,0.3,6215.0,0.494,0.77,44.6,25.7,8.8,7.1,18.7,104.7,11.0,Jazz
500,Houston Rockets,1989.0,45.0,False,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,0.474,523.0,0.314,6673.0,0.487,0.755,45.9,24.6,9.6,6.1,19.1,108.5,7.0,Rockets
501,Denver Nuggets,1989.0,44.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.468,676.0,0.337,7464.0,0.48,0.787,45.4,27.8,9.9,5.3,14.9,118.0,3.0,Nuggets
502,Dallas Mavericks,1989.0,38.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.469,681.0,0.31,6236.0,0.486,0.789,42.0,22.8,7.1,5.8,15.0,103.5,1.0,Mavericks
503,San Antonio Spurs,1989.0,21.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.468,293.0,0.215,7116.0,0.479,0.698,42.4,24.8,11.7,5.2,20.9,105.5,1.0,Spurs
504,Miami Heat,1989.0,15.0,False,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.453,298.0,0.326,6818.0,0.458,0.702,42.9,23.9,9.1,5.0,21.1,97.8,1.0,Heat
505,Los Angeles Lakers,1989.0,57.0,False,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,3.0,0.502,667.0,0.34,6476.0,0.518,0.802,45.2,27.8,8.8,5.1,16.4,114.7,10.0,Lakers
506,Phoenix Suns,1989.0,55.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.498,481.0,0.349,7064.0,0.508,0.791,45.3,27.8,8.5,5.1,15.6,118.6,4.0,Suns
507,Oklahoma City Thunder,1989.0,47.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.477,774.0,0.379,6704.0,0.488,0.746,44.3,25.4,10.5,6.0,17.1,112.1,3.0,Thunder
508,Golden State Warriors,1989.0,43.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.468,629.0,0.308,7348.0,0.481,0.799,47.4,24.5,10.1,7.8,18.1,116.6,3.0,Warriors
509,Portland Trail Blazers,1989.0,39.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.474,645.0,0.335,7150.0,0.487,0.74,45.9,27.0,10.1,4.7,17.5,114.6,5.0,Blazers
510,Sacramento Kings,1989.0,27.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.457,824.0,0.373,6527.0,0.468,0.77,43.8,24.0,7.6,5.0,16.7,105.5,1.0,Kings
511,Los Angeles Clippers,1989.0,21.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.475,234.0,0.231,7194.0,0.483,0.723,43.2,26.9,9.9,6.5,20.3,106.2,0.0,Clippers
512,Philadelphia 76ers,1990.0,53.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,0.489,543.0,0.348,6485.0,0.501,0.788,42.9,23.6,8.4,4.5,14.7,110.2,5.0,76ers
513,Boston Celtics,1990.0,52.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,0.498,404.0,0.262,6744.0,0.513,0.832,46.0,29.5,6.6,5.5,15.3,110.0,7.0,Celtics
514,New York Knicks,1990.0,45.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,0.484,710.0,0.332,6379.0,0.501,0.756,44.1,26.1,8.7,6.0,17.2,108.3,6.0,Knicks
515,Washington Wizards,1990.0,31.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.475,197.0,0.188,7384.0,0.482,0.764,44.5,27.0,6.8,5.2,14.6,107.7,0.0,Wizards
516,Miami Heat,1990.0,18.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.461,300.0,0.293,7045.0,0.468,0.687,43.4,23.9,9.0,4.7,19.0,100.6,0.0,Heat
517,Brooklyn Nets,1990.0,17.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.426,506.0,0.277,6909.0,0.437,0.746,45.0,18.0,9.4,5.9,16.6,100.1,2.0,Nets
518,Detroit Pistons,1990.0,59.0,True,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,2.0,0.0,0.478,541.0,0.327,6439.0,0.49,0.761,44.4,24.3,6.2,5.1,15.0,104.3,6.0,Pistons
519,Chicago Bulls,1990.0,55.0,False,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,3.0,3.0,0.498,669.0,0.374,6421.0,0.511,0.778,40.9,26.5,9.9,4.7,15.2,109.5,10.0,Bulls
520,Milwaukee Bucks,1990.0,44.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.473,670.0,0.312,6476.0,0.49,0.758,40.9,25.0,10.1,4.0,16.0,106.0,3.0,Bucks
521,Cleveland Cavaliers,1990.0,42.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.461,851.0,0.407,6126.0,0.468,0.744,42.8,25.7,7.9,6.2,15.2,102.6,3.0,Cavaliers
522,Indiana Pacers,1990.0,42.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.497,770.0,0.382,6037.0,0.511,0.816,40.6,24.7,6.7,4.3,16.4,109.3,2.0,Pacers
523,Atlanta Hawks,1990.0,41.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.487,411.0,0.302,6608.0,0.498,0.764,42.2,22.2,8.7,4.3,15.5,108.5,3.0,Hawks
524,Orlando Magic,1990.0,18.0,False,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.459,393.0,0.295,7132.0,0.468,0.756,46.0,24.3,7.5,3.6,17.2,110.9,1.0,Magic
525,San Antonio Spurs,1990.0,56.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.484,226.0,0.239,6771.0,0.492,0.745,44.4,24.8,9.7,6.8,17.1,106.3,5.0,Spurs
526,Utah Jazz,1990.0,55.0,False,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,5.0,0.505,630.0,0.359,5963.0,0.521,0.754,42.1,27.0,8.3,6.0,17.2,106.8,11.0,Jazz
527,Dallas Mavericks,1990.0,47.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.475,486.0,0.323,6345.0,0.487,0.767,42.2,21.7,8.1,4.9,15.0,102.2,2.0,Mavericks
528,Denver Nuggets,1990.0,43.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.464,677.0,0.337,7338.0,0.475,0.789,45.1,27.7,9.9,4.0,13.9,114.6,4.0,Nuggets
529,Houston Rockets,1990.0,41.0,False,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,3.0,0.48,491.0,0.312,6759.0,0.493,0.72,47.0,26.8,9.9,6.7,18.5,106.7,8.0,Rockets
530,Minnesota Timberwolves,1990.0,22.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.446,294.0,0.248,6582.0,0.455,0.747,39.6,22.5,9.6,4.2,14.6,95.2,0.0,Timberwolves
531,Charlotte Hornets,1990.0,19.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.455,611.0,0.336,6572.0,0.466,0.756,38.7,25.4,9.5,3.2,15.0,100.4,1.0,Hornets
532,Los Angeles Lakers,1990.0,63.0,False,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,3.0,0.49,841.0,0.367,6169.0,0.507,0.787,43.4,27.2,8.0,5.4,15.0,110.7,9.0,Lakers
533,Portland Trail Blazers,1990.0,59.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.473,565.0,0.336,6982.0,0.484,0.743,47.6,25.4,9.1,4.4,16.5,114.2,3.0,Blazers
534,Phoenix Suns,1990.0,54.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,4.0,0.496,543.0,0.324,6596.0,0.511,0.795,45.2,25.7,8.1,6.1,15.5,114.9,9.0,Suns
535,Oklahoma City Thunder,1990.0,41.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.479,650.0,0.355,6593.0,0.491,0.741,43.6,22.9,8.5,4.1,16.3,106.9,3.0,Thunder
536,Golden State Warriors,1990.0,37.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.484,750.0,0.324,6458.0,0.503,0.809,40.2,24.1,9.2,6.0,17.3,116.3,4.0,Warriors
537,Los Angeles Clippers,1990.0,30.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.484,230.0,0.243,6623.0,0.493,0.738,41.7,24.1,9.5,6.2,18.9,103.8,0.0,Clippers
538,Sacramento Kings,1990.0,23.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.468,649.0,0.333,6407.0,0.482,0.771,40.4,25.0,6.7,4.8,15.1,101.7,1.0,Kings
539,Boston Celtics,1991.0,56.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.512,346.0,0.315,6868.0,0.522,0.824,46.2,26.3,8.2,6.9,16.1,111.5,6.0,Celtics
540,Philadelphia 76ers,1991.0,44.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,0.475,618.0,0.316,6307.0,0.491,0.79,42.4,22.2,8.3,5.8,15.0,105.4,7.0,76ers
541,New York Knicks,1991.0,39.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,3.0,0.485,558.0,0.332,6264.0,0.499,0.77,42.5,26.5,7.8,5.1,16.8,103.1,8.0,Knicks
542,Washington Wizards,1991.0,30.0,False,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.466,284.0,0.194,6984.0,0.478,0.729,43.5,25.4,7.2,5.7,16.6,101.4,2.0,Wizards
543,Brooklyn Nets,1991.0,26.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.444,586.0,0.275,6873.0,0.458,0.739,45.7,21.7,9.1,7.3,17.4,102.9,1.0,Nets
544,Miami Heat,1991.0,24.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.459,464.0,0.302,6675.0,0.47,0.715,43.1,23.2,9.2,4.7,18.9,101.8,0.0,Heat
545,Chicago Bulls,1991.0,61.0,True,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,0.51,424.0,0.366,6701.0,0.519,0.76,42.6,27.0,10.0,5.3,14.4,110.0,10.0,Bulls
546,Detroit Pistons,1991.0,50.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.465,440.0,0.298,6435.0,0.476,0.763,44.6,22.3,5.9,4.5,14.4,100.1,5.0,Pistons
547,Milwaukee Bucks,1991.0,48.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.48,753.0,0.341,6195.0,0.497,0.801,39.5,25.3,10.9,4.0,16.1,106.4,4.0,Bucks
548,Atlanta Hawks,1991.0,43.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.464,836.0,0.324,6387.0,0.482,0.8,44.6,22.7,8.9,4.6,15.0,109.8,3.0,Hawks
549,Indiana Pacers,1991.0,41.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.493,749.0,0.332,6245.0,0.513,0.811,41.4,26.6,8.0,4.4,16.5,111.7,2.0,Pacers
550,Cleveland Cavaliers,1991.0,33.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.475,479.0,0.334,6378.0,0.486,0.765,40.7,27.3,7.8,5.5,15.6,101.7,2.0,Cavaliers
551,Charlotte Hornets,1991.0,26.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.467,417.0,0.314,6616.0,0.477,0.779,39.4,24.6,9.3,3.7,15.7,102.8,0.0,Hornets
552,San Antonio Spurs,1991.0,55.0,False,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,0.488,297.0,0.273,6691.0,0.497,0.766,46.2,26.1,8.2,7.0,17.6,107.1,6.0,Spurs
553,Utah Jazz,1991.0,54.0,False,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,5.0,0.492,458.0,0.323,6079.0,0.504,0.789,40.7,27.0,8.0,5.5,15.9,104.0,12.0,Jazz
554,Houston Rockets,1991.0,52.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.467,989.0,0.32,6298.0,0.49,0.741,46.1,23.2,9.7,5.0,17.1,106.7,4.0,Rockets
555,Orlando Magic,1991.0,31.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.455,754.0,0.358,6502.0,0.466,0.743,44.7,22.1,7.3,3.7,17.0,105.9,0.0,Magic
